planet_name,host_name,number_stars,number_planets,discovery_method,discovery_year,discovery_facility,orbital_period,semimajor_axis,planet_radius,planet_mass_E,planet_mass_J,planet_eccentricity,planet_eq_temp,star_spectype,star_teff,star_radius,star_mass,star_age,system_distance,system_vmag,system_gaiamag
Kepler-386 c,Kepler-386,1,2,Transit,2014,Kepler,25.193458,0.155,1.58,3.12,0.00982,0,513,,5178,0.767,0.825,9.9,882.462,15.949,15.6172
Kepler-334 d,Kepler-334,1,3,Transit,2014,Kepler,25.09849,0.168,1.41,2.57,0.00809,0,656,,5828,1.068,1.022,2.75,426.59,12.834,12.73
Kepler-151 c,Kepler-151,1,2,Transit,2014,Kepler,24.674612,0.16,2.09,5.02,0.0158,0,544,,5460,0.83,0.87,4.6,649.919,14.957,14.7189
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.664551,0.16,4.95,21.7,0.0683,0,567,,5180,1.037,0.916,1.48,780.256,15.652,15.4215
Kepler-261 c,Kepler-261,1,2,Transit,2014,Kepler,24.570858,0.156,2,4.66,0.0147,0,505,,5098,0.794,0.834,0.87,317.499,13.738,13.5287
GJ 180 c,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,24.329,0.129,2.41,6.4,0.02013655,0.09,,M2 V,3371,0.413049,0.43,,11.9407,10.914,9.93395
Kepler-338 c,Kepler-338,1,4,Transit,2014,Kepler,24.310856,0.172,2.34,6.08,0.0191,0.03,831,,5923,1.735,1.105,6.46,552.798,12.19,12.0828
Kepler-354 d,Kepler-354,1,3,Transit,2014,Kepler,24.209842,0.146,1.24,2.07,0.00651,0,451,,4648,0.674,0.652,13.8,554.064,15.771,15.5561
Kepler-333 c,Kepler-333,2,2,Transit,2014,Kepler,24.08821,0.135,1.11,1.41,0.00444,0,386,,4259,0.534,0.601,3.24,324.413,15.052,14.7212
Kepler-106 d,Kepler-106,1,4,Transit,2014,Kepler,23.9802,0.16063,0.95,8.1,0.02548532,0,649,,5858,1.04,1,4.83,444.322,12.923,12.8391
Kepler-236 c,Kepler-236,1,2,Transit,2014,Kepler,23.968127,0.132,2,4.66,0.0147,0,329,M1 V,3750,0.51,0.596005,3.16,288.763,16.014,15.3743
Kepler-346 c,Kepler-346,1,2,Transit,2014,Kepler,23.851549,0.168,3.07,9.64,0.0303,0,654,,6033,1.021,0.943,2.4,984.105,15.261,15.1549
Kepler-104 c,Kepler-104,2,3,Transit,2014,Kepler,23.668205,0.153,3.13,7.14430805,0.02247458,0,668,,5711,1.349,0.818,13.18,400.785,12.697,12.5697
Kepler-199 b,Kepler-199,1,2,Transit,2014,Kepler,23.637604,0.158,3.11,9.85,0.031,0,595,,5644,0.967,0.96,1.45,521.054,13.796,13.5973
Kepler-206 d,Kepler-206,1,3,Transit,2014,Kepler,23.44281,0.163,1.19,1.81,0.0057,0,681,,5764,1.185,0.957,8.32,594.447,13.507,13.4609
Kepler-343 c,Kepler-343,1,2,Transit,2014,Kepler,23.22182,0.167,2.02,4.74,0.0149,0,746,,5807,1.433,1.055,6.46,927.193,14.063,14.1102
Kepler-138 d,Kepler-138,1,4,Transit,2014,Kepler,23.0923,0.1288,1.51,2.1,0.00660734,0.01,345,M1 V,3841,0.535,0.535,4.68,66.8624,13.04,12.4715
Kepler-298 c,Kepler-298,1,3,Transit,2014,Kepler,22.92881,0.136,1.93,4.38,0.0138,0,416,,4465,0.582,0.66,2.4,518.204,15.617,15.4179
Kepler-340 c,Kepler-340,1,2,Transit,2014,Kepler,22.824669,0.178,3.37,11.3,0.0355,0,946,,6620,1.85,1.65,1.29,808.762,12.329,12.3031
Kepler-219 c,Kepler-219,1,3,Transit,2014,Kepler,22.714613,0.165,3.58,12.5,0.0394,0,766,,5786,1.491,1.164,4,787.07,13.823,13.7179
Kepler-384 b,Kepler-384,1,2,Transit,2014,Kepler,22.597053,0.148,1.12,1.46,0.00459,0,670,,5577,0.882,0.882,12.88,895.678,13.734,13.5538
Kepler-186 e,Kepler-186,1,5,Transit,2014,Kepler,22.407704,0.11,1.27,2.15,0.00678,0,319,M1,3788,0.472,0.478,4,177.594,15.138,14.5994
Kepler-397 b,Kepler-397,1,2,Transit,2014,Kepler,22.250949,0.144,2.46,6.62,0.0208,0,539,,5307,0.767,0.844,5.25,969,16.357,
Kepler-344 b,Kepler-344,1,2,Transit,2014,Kepler,21.963945,0.153,2.61,7.32,0.023,0,643,,5774,0.976,0.931,2.51,1002.94,15.539,15.3025
Kepler-126 c,Kepler-126,1,3,Transit,2014,Kepler,21.869741,0.162,1.58,1.27942148,0.00402415,0.19,790,,6239,1.358,1.108,3.39,237.401,10.505,10.454
Kepler-262 c,Kepler-262,1,2,Transit,2014,Kepler,21.853722,0.152,1.64,3.33,0.0105,0,618,,5841,0.881,0.816,3.55,613.129,14.478,14.2241
Kepler-122 d,Kepler-122,1,5,Transit,2014,Kepler,21.587475,0.155,2.2,5.48,0.0172,0,747,,6050,1.216,0.982,7.94,1027.45,14.403,14.2223
Kepler-295 c,Kepler-295,1,3,Transit,2014,Kepler,21.526258,0.142,1.17,1.71,0.00537,0,621,,5603,0.898,0.89,6.46,1699.19,14.631,14.4325
Kepler-163 c,Kepler-163,1,2,Transit,2014,Kepler,21.347262,0.152,2.26,5.73,0.018,0,648,,5776,0.917,0.882,4.27,689.814,14.467,14.3796
Kepler-192 c,Kepler-192,1,3,Transit,2014,Kepler,21.2234,0.15,2.79,8.2,0.0258,0,623,,5479,1.007,1.028,2.95,651.674,14.308,14.1039
Kepler-109 c,Kepler-109,1,2,Transit,2014,Kepler,21.22265,0.1546,2.65,8.2,0.02580009,0.098,859,,5950,1.387,1.094,6.2,474.861,12.398,12.2955
Kepler-54 d,Kepler-54,1,3,Transit,2014,Kepler,20.995694,0.126,1.53,12.0946,0.03805387,0,328,M1 V,4252,0.554,0.524532,13.8,271.701,16.282,15.8133
Kepler-81 d,Kepler-81,1,3,Transit,2014,Kepler,20.837846,0.128,1.21,1.92,0.00606,0,418,M0 V,4500,0.595,0.648,3.63,348.291,15.258,15.004
Kepler-292 f,Kepler-292,1,5,Transit,2014,Kepler,20.834237,0.141,2.35,6.12,0.0193,0,563,,5299,0.826,0.865,5.13,1056.48,16.303,15.9419
Kepler-196 b,Kepler-196,1,3,Transit,2014,Kepler,20.739886,0.138,1.9,4.27,0.0134,0,536,,5128,0.782,0.839,3.09,451.312,14.239,14.1033
Kepler-185 c,Kepler-185,1,2,Transit,2014,Kepler,20.729042,0.139,2.02,4.74,0.0149,0,530,,5208,0.806,0.763,11.9,466.735,14.562,14.4426
Kepler-182 c,Kepler-182,1,2,Transit,2014,Kepler,20.684342,0.157,3.43,11.6,0.0366,0,729,,6250,1.146,1.114,5.25,1549.09,14.942,14.8737
Kepler-336 d,Kepler-336,1,3,Transit,2014,Kepler,20.678772,0.154,2.37,6.21,0.0195,0,749,,5867,1.304,1.09,4.9,768.86,13.677,13.5839
Kepler-178 c,Kepler-178,1,3,Transit,2014,Kepler,20.552802,0.142,2.88,8.65,0.0272,0,656,,5676,1.066,0.852,9.12,716.025,14.876,14.5782
Kepler-391 c,Kepler-391,1,2,Transit,2014,Kepler,20.485435,0.161,3.54,12.3,0.0386,0,1015,,4940,3.569,1.334,3.98,869.236,13.177,12.984
Kepler-247 d,Kepler-247,1,3,Transit,2014,Kepler,20.477912,0.14,3.94,14.7,0.0463,0,530,,5100,0.768,0.887,2.14,663.711,15.199,15.0473
Kepler-287 b,Kepler-287,1,2,Transit,2014,Kepler,20.342199,0.145,2.33,83,0.2611472,0,667,K7 V,5806,1.032,0.963,2.88,835.86,14.952,14.7442
Kepler-205 c,Kepler-205,1,2,Transit,2014,Kepler,20.306546,0.122,1.64,3.33,0.0105,0,389,M1 V,4321,0.546,0.592,3.16,159.72,13.779,13.4947
Kepler-184 c,Kepler-184,1,3,Transit,2014,Kepler,20.303005,0.141,1.97,8.8,0.028,0,630,,5788,0.873,0.872,2.95,610.326,14.42,14.3115
Kepler-118 c,Kepler-118,1,2,Transit,2014,Kepler,20.17202,0.141,7.68,45.7,0.144,0,564,,5274,1.094,0.811,13.9,574.228,14.867,14.7187
Kepler-189 c,Kepler-189,1,2,Transit,2014,Kepler,20.134866,0.137,2.38,22.7,0.071,0,544,,5235,0.75,0.803,3.98,591.534,14.971,14.8213
GJ 422 b,GJ 422,1,1,Radial Velocity,2014,Multiple Observatories,20.129,0.111,3.33,11.07,0.03482994,0.11,,M3.5 V,3323,0.370328,0.35,,12.6631,11.66,10.4771
Kepler-379 b,Kepler-379,1,2,Transit,2014,Kepler,20.09838,0.152,1.66,3.39,0.0107,0,775,,6054,1.306,1.125,4.17,731.274,13.475,13.3686
Kepler-235 d,Kepler-235,1,4,Transit,2014,Kepler,20.060548,0.122,2.05,4.86,0.0153,0,401,M0 V,4255,0.554,0.581,6,428.018,16.567,15.9695
Kepler-372 c,Kepler-372,1,3,Transit,2014,Kepler,20.053763,0.154,2.09,5.02,0.0158,0,755,,6509,1.137,1.202,2.349,1493.95,14.928,14.8342
Kepler-244 d,Kepler-244,1,3,Transit,2014,Kepler,20.050401,0.14,2.31,15.2,0.048,0,622,,5554,0.803,0.933,2.4,1036.49,15.747,15.5455
Kepler-243 c,Kepler-243,1,2,Transit,2014,Kepler,20.026218,0.142,1.99,4.62,0.0145,0,559,,5228,0.842,0.904,1.86,693.86,15.159,15.0573
Kepler-375 c,Kepler-375,1,2,Transit,2014,Kepler,19.986326,0.141,2.65,7.51,0.0236,0,720,,5826,0.837,0.891,0.4,1238.81,15.643,15.6771
Kepler-296 d,Kepler-296,2,5,Transit,2014,Kepler,19.850291,0.118,2.09,5.02,0.0158,0.33,403,M2 V,3740,0.48,0.498,13.9,167,16.363,15.9015
Kepler-312 c,Kepler-312,1,2,Transit,2014,Kepler,19.747412,0.153,3.15,10.1,0.0317,0,754,,6115,1.467,1.314,2.88,797.72,13.01,12.9211
Kepler-311 c,Kepler-311,1,3,Transit,2014,Kepler,19.738286,0.145,1.43,2.63,0.00829,0,744,,5905,1.188,0.994,1.95,778.654,13.902,13.7537
Kepler-223 e,Kepler-223,1,4,Transit,2014,Kepler,19.72567,0.14481,4.6,4.8,0.01510241,0.051,751,,5803,1.72,1.125,8.91,1859.71,15.69,15.3951
Kepler-162 c,Kepler-162,1,2,Transit,2014,Kepler,19.446355,0.137,3.03,9.43,0.0297,0,681,,5816,0.958,1.053,4.57,855.641,14.351,14.2231
Kepler-288 c,Kepler-288,1,3,Transit,2014,Kepler,19.305772,0.14,2.85,8.5,0.0267,0,815,,5918,1.091,0.842,12.3,1194.15,15.283,15.152
Kepler-231 c,Kepler-231,1,2,Transit,2014,Kepler,19.271566,0.114,1.93,24.1,0.076,0,393,M1 V,3767,0.49,0.58,3.47,316.618,15.813,15.3896
Kepler-293 b,Kepler-293,1,2,Transit,2014,Kepler,19.254196,0.144,3.07,9.64,0.0303,0,657,,5804,0.957,0.934,1.32,974.633,15.452,15.3334
Kepler-370 c,Kepler-370,1,2,Transit,2014,Kepler,19.02293,0.14,1.91,4.31,0.0136,0,647,,5852,0.9,0.982,6.03,1167.94,15.467,15.1595
Kepler-24 e,Kepler-24,1,4,Transit,2014,Kepler,18.998355,0.138,2.78,26.2118,0.08247155,0,792,,5897,1.289,1.046,3.02,1156.81,15.04,14.9234
Kepler-153 b,Kepler-153,1,2,Transit,2014,Kepler,18.870227,0.129,2.92,8.85,0.0279,0,621,,5404,0.892,0.756,13.8,459.368,14.388,14.2493
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.7959228,0.1445,8.059,29.875,0.094,0.0493,984,F8 V,6150,1.606,1.129,5.3,1455.57,14.282,14.2472
Kepler-225 c,Kepler-225,1,2,Transit,2014,Kepler,18.794234,0.111,1.84,4.04,0.0127,0,412,M1 V,3682,0.48,0.593,2.88,561.101,16.294,15.9504
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.746477,0.139,2.5,6.8,0.0214,0,686,,5957,0.91,0.849,0.3,1389.48,16.012,15.8379
Kepler-137 c,Kepler-137,1,2,Transit,2014,Kepler,18.735753,0.13,1.88,4.19,0.0132,0,568,,5187,0.802,0.85,4.27,302.979,13.063,12.9414
Kepler-329 c,Kepler-329,1,2,Transit,2014,Kepler,18.684737,0.113,1.93,4.38,0.0138,0,402,,4257,0.523,0.602,3.47,439.719,15.886,15.4312
Kepler-224 e,Kepler-224,1,4,Transit,2014,Kepler,18.643577,0.124,1.97,4.54,0.0143,0,517,,5018,0.676,0.777,2.29,782.088,15.801,15.6358
Kepler-49 e,Kepler-49,1,4,Transit,2014,Kepler,18.596108,0.116,1.56,1.03815,0.00326639,0,371,M1 V,4252,0.559,0.549,2.88,311.222,15.655,15.2293
Kepler-221 e,Kepler-221,1,4,Transit,2014,Kepler,18.369917,0.13,2.63,7.86706,0.02475254,0,582,,5243,0.821,0.854,1.78,385.231,13.97,13.7486
Kepler-152 b,Kepler-152,1,2,Transit,2014,Kepler,18.207973,0.124,2.79,8.2,0.0258,0,551,,5088,0.724,0.779,2,441.09,14.379,14.2437
XO-2 S b,XO-2 S,2,3,Radial Velocity,2014,Roque de los Muchachos Observatory,18.157,0.13,10.9,82.6358,0.26,0.18,,,5399,1,0.98,7.1,151.398,11.196,10.9278
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.119869,0.13,3.17,10.2,0.032,0,563,,5208,0.786,0.86,3.72,838.595,15.778,15.5122
Kepler-132 d,Kepler-132,2,4,Transit,2014,Kepler,18.010199,0.136,1.55,3.02,0.00951,0,758,,6003,1.178,0.929,4.37,349.549,11.922,
Kepler-320 c,Kepler-320,1,2,Transit,2014,Kepler,17.934937,0.142,1.37,2.45,0.00771,0,1002,,6435,1.108,1.072,2.14,826.613,13.494,13.4337
Kepler-85 d,Kepler-85,1,4,Transit,2014,Kepler,17.91323,0.13,1.2,8.69679,0.02736316,0,626,,5436,0.893,0.947,1.38,765.025,14.89,14.766
Kepler-198 b,Kepler-198,1,3,Transit,2014,Kepler,17.790037,0.131,2.82,8.35,0.0263,0,655,,5574,0.94,0.995,0.51,495.358,13.684,13.5662
Kepler-365 c,Kepler-365,1,2,Transit,2014,Kepler,17.784129,0.137,1.64,3.33,0.0105,0,729,,6012,1.048,1.02,4.27,1038.99,14.771,
Kepler-191 c,Kepler-191,1,3,Transit,2014,Kepler,17.738506,0.128,1.86,4.12,0.013,0,596,,5282,0.789,0.857,1,594.464,14.987,14.7758
Kepler-250 d,Kepler-250,1,3,Transit,2014,Kepler,17.648312,0.127,2.18,5.39,0.017,0,579,,5160,0.805,0.806,13.2,760.585,15.819,15.4144
GJ 682 b,GJ 682,1,2,Radial Velocity,2014,Multiple Observatories,17.478,0.08,1.93,4.4,0.01384388,0.08,,M3.5 V,3028,0.298255,0.27,,5.00671,10.94,9.57025
Kepler-245 c,Kepler-245,1,4,Transit,2014,Kepler,17.460812,0.124,2.18,26.7,0.08400759,0,568,,5100,0.795,0.856,3.63,861.527,15.546,15.5969
Kepler-216 c,Kepler-216,1,2,Transit,2014,Kepler,17.406669,0.136,3.04,9.48,0.0298,0,814,,6091,1.26,1.126,0.28,1187.47,14.054,13.9607
Kepler-400 c,Kepler-400,1,2,Transit,2014,Kepler,17.340824,0.134,1.49,2.83,0.00889,0,755,,5886,1.145,1.08,3.63,845.97,13.762,13.8395
Kepler-306 d,Kepler-306,1,4,Transit,2014,Kepler,17.326644,0.12,2.47,6.66,0.021,0,535,,4954,0.719,0.75,2.63,775.679,15.575,15.5524
Kepler-194 c,Kepler-194,1,3,Transit,2014,Kepler,17.308032,0.131,2.59,7.22,0.0227,0,815,,6089,1.025,0.94,2.5,1097.97,14.969,14.9117
Kepler-331 c,Kepler-331,1,3,Transit,2014,Kepler,17.28111,0.105,1.84,4.04,0.0127,0,425,,4347,0.492,0.653,1.2,580.119,16.199,15.8359
Kepler-348 c,Kepler-348,1,2,Transit,2014,Kepler,17.265427,0.138,1.33,2.33,0.00733,0,888,,6177,1.359,1.189,2.29,570.783,12.676,12.5881
Kepler-123 b,Kepler-123,1,2,Transit,2014,Kepler,17.232366,0.135,2.94,55.3,0.174,0,817,,6089,1.264,1.079,5.01,1021.66,14.129,14.0212
GJ 180 b,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,17.133,0.092,2.43,6.49,0.02041972,0.07,,M2 V,3371,0.413049,0.43,,11.9407,10.914,9.93395
Kepler-265 c,Kepler-265,1,4,Transit,2014,Kepler,17.028937,0.127,2.63,7.41,0.0233,0,755,,5835,1.103,0.97,0.28,1280.25,15.47,15.3522
Kepler-354 c,Kepler-354,1,3,Transit,2014,Kepler,16.934402,0.115,1.31,2.27,0.00714,0,508,,4648,0.674,0.73,5.25,554.064,15.771,15.5561
Kepler-357 c,Kepler-357,1,3,Transit,2014,Kepler,16.85837,0.12,2.67,7.61,0.0239,0,576,,5036,0.834,0.794,2.14,688.573,15.735,15.5215
Kepler-305 d,Kepler-305,1,4,Transit,2014,Kepler,16.74,0.12091,2.76,6.2,0.01950738,0,576,,5090,0.792,0.827,4.37,868.477,15.851,15.7661
Kepler-373 c,Kepler-373,1,2,Transit,2014,Kepler,16.725948,0.126,1.24,2.07,0.00651,0,729,,5787,0.845,0.981,10.96,1090.45,14.596,14.4856
Kepler-158 b,Kepler-158,1,3,Transit,2014,Kepler,16.709184,0.111,2.12,5.14,0.0162,0,500,K,4623,0.624,0.655,13.9,315.177,14.743,14.4165
Kepler-170 c,Kepler-170,1,2,Transit,2014,Kepler,16.665863,0.131,2.86,8.55,0.0269,0,702,,5679,1.035,1.066,1.58,738.657,14.344,14.3469
Kepler-263 b,Kepler-263,1,2,Transit,2014,Kepler,16.568087,0.12,2.67,7.61,0.0239,0,548,,5265,0.785,0.793,2.24,754.747,15.435,15.4167
Kepler-251 c,Kepler-251,1,4,Transit,2014,Kepler,16.514043,0.122,2.77,8.1,0.0255,0,655,,5526,0.89,0.891,2,924.625,15.541,15.216
Kepler-136 c,Kepler-136,2,2,Transit,2014,Kepler,16.399235,0.133,1.99,4.62,0.0145,0,847,,6165,1.355,1.204,2.75,420.818,11.822,11.7544
Kepler-352 c,Kepler-352,1,3,Transit,2014,Kepler,16.332995,0.118,1.24,2.07,0.00651,0,591,,5212,0.781,0.798,1.7,252.733,13.142,12.9561
Kepler-202 c,Kepler-202,1,2,Transit,2014,Kepler,16.282493,0.113,1.85,4.08,0.0128,0,505,,4668,0.667,0.683,3.24,285.111,14.178,13.8433
Kepler-208 e,Kepler-208,1,4,Transit,2014,Kepler,16.259458,0.132,1.48,2.79,0.00879,0,880,,6092,1.314,1.082,4.68,775.328,13.561,13.5376
Kepler-212 b,Kepler-212,1,2,Transit,2014,Kepler,16.257582,0.133,1.09,1.32,0.00416,0,830,,5852,1.455,1.166,5.13,687.194,13.129,12.9872
Kepler-248 c,Kepler-248,1,2,Transit,2014,Kepler,16.239494,0.123,4.07,15.6,0.049,0,598,,5190,0.831,0.838,2.34,738.792,15.506,15.2331
Kepler-96 b,Kepler-96,1,1,Transit,2014,Kepler,16.2385,0.1261,2.67,8.46,0.027,0,711,,5690,1.02,1,2.34,122.881,10.568,10.2971
Kepler-378 b,Kepler-378,1,2,Transit,2014,Kepler,16.092361,0.112,0.75,0.347,0.00109,0,503,,4661,0.671,0.78,3.24,152.094,12.619,12.4551
Kepler-131 b,Kepler-131,1,2,Transit,2014,Kepler,16.092,0.12789,2.41,16.13,0.051,0,718,,5685,1.03,1.02,3.66,228.678,11.493,11.4904
Kepler-275 c,Kepler-275,1,3,Transit,2014,Kepler,16.088134,0.132,3.38,11.4,0.0357,0,875,,6165,1.383,1.189,3.39,2034.25,15.289,15.2874
Kepler-209 b,Kepler-209,1,2,Transit,2014,Kepler,16.087845,0.122,2.26,5.73,0.018,0,668,,5513,0.935,0.971,1.95,576.946,14.132,13.9517
Kepler-229 c,Kepler-229,1,3,Transit,2014,Kepler,16.068638,0.117,4.92,21.5,0.0676,0,600,,5120,0.728,0.808,2.04,826.265,16.22,15.8265
Kepler-143 b,Kepler-143,1,2,Transit,2014,Kepler,16.007583,0.127,2.41,6.39,0.0201,0,838,,5848,1.359,0.982,9.33,809.467,13.882,13.7057
Kepler-332 c,Kepler-332,1,3,Transit,2014,Kepler,15.995622,0.114,1.09,1.32,0.00416,0,550,,4955,0.72,0.743,2.82,344.19,14.243,14.0025
Kepler-103 b,Kepler-103,1,2,Transit,2014,Kepler,15.9653287,0.13223,3.486,9.8,0.03083425,0.093,973,,6009,1.492,1.212,6.03,494.832,11.883,12.2466
Kepler-330 c,Kepler-330,1,2,Transit,2014,Kepler,15.955387,0.116,1.95,4.46,0.014,0,573,,5117,0.722,0.848,3.47,717.527,15.569,15.2634
Kepler-417 c,Kepler-417,1,2,Transit Timing Variations,2014,Kepler,15.943,0.1194,2.69,7.7,0.0242,0,616,,5177,0.806,0.9,4.9,973.989,15.864,15.8658
Kepler-156 c,Kepler-156,1,2,Transit,2014,Kepler,15.906801,0.117,2.55,7.04,0.0221,0,588,,5094,0.807,0.864,3.39,443.483,14.339,14.1564
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,Multiple Observatories,15.819,0.101,3.66,13,0.04090237,0.08,,M0.5 V,3542,0.518887,0.53,,23.6062,11.45,10.579
Kepler-129 b,Kepler-129,1,3,Transit,2014,Kepler,15.79,0.13,2.4,20,0.06292704,0.01,910,G4 V,5770,1.653,1.178,6.43,408.845,11.809,11.6437
Kepler-139 b,Kepler-139,1,5,Transit,2014,Kepler,15.771044,0.127,2.94,7,0.02202446,0,752,,5594,1.3,1.078,5.1,391.038,12.775,12.677
Kepler-197 d,Kepler-197,2,4,Transit,2014,Kepler,15.677563,0.119,1.22,1.98,0.00624,0.03,810,,6004,1.12,0.857,5.37,330.575,11.775,11.78
Kepler-214 b,Kepler-214,1,2,Transit,2014,Kepler,15.660544,0.13,2.61,7.32,0.023,0,758,,6169,1.352,1.11,1.58,1208.44,14.057,13.9058
Kepler-308 c,Kepler-308,1,2,Transit,2014,Kepler,15.38231,0.123,2.16,5.31,0.0167,0,714,,5895,0.941,0.92,0.5,1335.92,16.019,15.8506
Kepler-249 d,Kepler-249,1,3,Transit,2014,Kepler,15.368459,0.097,1.57,3.09,0.00972,0,332,M2 V,3568,0.482,0.510238,3.09,190.401,16.37,15.2305
Kepler-165 c,Kepler-165,1,2,Transit,2014,Kepler,15.31299,0.11,2.23,5.6,0.0176,0,581,,5211,0.77,0.746,10.5,560.885,15.05,14.7945
Kepler-23 d,Kepler-23,1,3,Transit,2014,Kepler,15.27,0.12012,2.206,4.44,0.0139698,0.01,896,,5828,1.548,1.078,9.12,835.756,13.567,13.4015
Kepler-151 b,Kepler-151,1,2,Transit,2014,Kepler,15.228958,0.116,3.06,9.59,0.0302,0,639,,5460,0.83,0.87,4.6,649.919,14.957,14.7189
Kepler-342 b,Kepler-342,1,4,Transit,2014,Kepler,15.170318,0.128,2.25,5.69,0.0179,0,905,,6175,1.472,1.213,2.82,781.611,13.2,13.0992
Kepler-385 c,Kepler-385,1,3,Transit,2014,Kepler,15.163161,0.127,3.04,13.2,0.042,0,829,,6326,1.126,0.992,3.31,1432.61,15.76,15.192
Kepler-299 d,Kepler-299,1,4,Transit,2014,Kepler,15.054786,0.118,1.86,4.12,0.013,0,729,,5617,1.032,1.004,3.24,1052.24,15.232,15.0103
Kepler-313 b,Kepler-313,1,2,Transit,2014,Kepler,14.970418,0.125,2.53,6.94,0.0218,0,883,,5727,1.536,1.114,7.08,1079.395249,14.304,14.1106
Kepler-369 c,Kepler-369,1,2,Transit,2014,Kepler,14.871572,0.094,1.41,2.57,0.00809,0,391,,3591,0.471,0.5,4.17,214,16.429,15.6683
Kepler-340 b,Kepler-340,1,2,Transit,2014,Kepler,14.844387,0.134,2.53,6.94,0.0218,0,1092,,6620,1.85,1.65,1.29,808.762,12.329,12.3031
Kepler-223 d,Kepler-223,1,4,Transit,2014,Kepler,14.78869,0.11956,5.24,8,0.02517069,0.037,827,,5803,1.72,1.125,8.91,1859.71,15.69,15.3951
Kepler-404 c,Kepler-404,1,2,Transit,2014,Kepler,14.751166,0.118,1.72,3.61,0.0113,0,678,,5654,0.884,0.86,1.35,812.524,15.479,15.1906
Kepler-107 e,Kepler-107,1,4,Transit,2014,Kepler,14.749143,0.12638,2.903,14.1,0.04436356,0.1,955,,5854,1.447,1.238,4.29,525.997,12.543,12.4627
Kepler-215 c,Kepler-215,1,4,Transit,2014,Kepler,14.667108,0.113,1.77,3.78,0.0119,0,675,,5739,1.027,0.788,1.62,485.997,13.678,13.5549
Kepler-281 b,Kepler-281,1,3,Transit,2014,Kepler,14.646008,0.117,2.82,324,1.019418,0,694,,5723,0.899,0.95,0.6,1745.45,15.931,15.7537
Kepler-172 d,Kepler-172,1,4,Transit,2014,Kepler,14.627119,0.118,2.25,5.69,0.0179,0,736,,5526,1.085,1.081,2.69,828.592,14.703,14.5369
Kepler-393 c,Kepler-393,1,2,Transit,2014,Kepler,14.613612,0.124,1.33,2.33,0.00733,0,901,,6189,1.382,1.256,2.82,881.404,13.258,13.1783
Kepler-290 b,Kepler-290,1,3,Transit,2014,Kepler,14.589347,0.11,2.25,5.69,0.0179,0,594,,5147,0.743,0.756,1.1,694.627,15.775,15.5648
Kepler-389 c,Kepler-389,1,2,Transit,2014,Kepler,14.51143,0.11,1.46,2.73,0.00859,0,636,,5376,0.792,0.765,1.86,816.559,15.769,15.7495
Kepler-242 c,Kepler-242,1,2,Transit,2014,Kepler,14.496481,0.109,2,4.66,0.0147,0,613,,5020,0.85,0.748,2.69,600.241,15.489,15.3494
Kepler-127 b,Kepler-127,1,3,Transit,2014,Kepler,14.435889,0.125,1.4,2.54,0.008,0.47,884,,6106,1.359,1.248,2.69,352.794,11.746,11.4381
Kepler-399 b,Kepler-399,1,3,Transit,2014,Kepler,14.425281,0.103,0.96,0.84,0.00264,0,773,,5502,0.68,0.902,3.98,740.537,14.686,14.5277
Kepler-204 b,Kepler-204,1,2,Transit,2014,Kepler,14.400974,0.117,2.53,6.94,0.0218,0,828,,5812,1.238,1.038,1.41,686.723,13.977,13.8745
Kepler-401 b,Kepler-401,1,3,Transit,2014,Kepler,14.383035,0.122,1.71,3.57,0.0112,0,889,,6117,1.333,1.173,3.55,965.56,13.366,13.2865
Kepler-376 c,Kepler-376,1,2,Transit,2014,Kepler,14.172327,0.115,1.79,3.86,0.0121,0,873,,5900,1.175,0.968,1.91,923.067,13.86,13.734
Kepler-276 b,Kepler-276,1,3,Transit,2014,Kepler,14.12841,0.119,2.87,731.209,2.3006408,0,739,,6105,1.046,0.845,0.4,1144.86,15.481,15.3648
Kepler-174 b,Kepler-174,1,3,Transit,2014,Kepler,13.98179,0.1,1.96,4.5,0.0142,0,553,,4880,0.622,0.602,4.9,384.757,14.53,14.2858
Kepler-327 d,Kepler-327,1,3,Transit,2014,Kepler,13.969457,0.09,1.73,3.64,0.0115,0,387,,3799,0.492,0.591913,3.02,241.987,15.611,14.9804
Kepler-310 b,Kepler-310,1,3,Transit,2014,Kepler,13.930698,0.111,1.19,1.81,0.0057,0,665,,5797,0.876,0.854,1.9,602.268,14.376,14.265
Kepler-124 c,Kepler-124,1,3,Transit,2014,Kepler,13.821375,0.1,1.75,3.71,0.0117,0,560,,4984,0.636,0.706,1.82,420.046,14.4,14.124
Kepler-180 b,Kepler-180,1,2,Transit,2014,Kepler,13.817124,0.109,1.5,2.86,0.00899,0,781,,5731,1.063,0.95,9.7,695.65,14.488,14.325
Kepler-138 c,Kepler-138,1,4,Transit,2014,Kepler,13.7815,0.0913,1.51,2.3,0.00723661,0.017,410,M1 V,3841,0.535,0.535,4.68,66.8624,13.04,12.4715
